"Barbarian",,,,,,,,,,,,,,,,,,
,"idle","true",1,,"super_skeleton_idle1","true","true",100,"sc/characters_super.sc",,,,,,,,,
,"attack","true",1,10,"super_skeleton_attack1","false","true",100,"sc/characters_super.sc",,,,,,,,,
,"celebrate","true",4,,"super_skeleton_idle1","true","true",100,"sc/characters_super.sc",,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",100,,,,,,,,,,
"EliteGiant",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,,
,"walk","true",,,"giant9_walk1","true","true",120,,,,,,,,,,
,"idle","true",10,,"giant9_idle1","true","true",120,,,,,,,,,,
,,"true",2,,"giant9_idle1","true","true",120,,,,,,,,,,
,"attack","true",1,14,"giant9_attack3","false","true",120,,,,,,,,,,
,,"true",1,16,"giant9_attack2","false","true",120,,,,,,,,,,
,,"true",1,14,"giant9_attack3","false","true",120,,,,,,,,,,
,"celebrate","true",4,,"giant9_idle1","true","true",120,,,,,,,,,,
,,"true",1,,"giant9_idle1","true","true",120,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",120,,,,,,,,,,
,"spawn","true",1,,"barbarian1_cheer1","true","true",120,,,,,,,,,,
"EliteGoblin",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"goblin_elite_run1","true","true","sc/characters_super.sc",,,,,,,,,,
,"idle","true",1,,"goblin_elite_idle1","true","true","sc/characters_super.sc",,,,,,,,,,
,"attack","true",1,10,"goblin_elite_attack1","false","true","sc/characters_super.sc",,,,,,,,,,
,"celebrate","false",1,,"goblin_elite_idle1_2","true","true","sc/characters_super.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"GrandWardenPrimalSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","StopToLast",,,,,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","boolean",,,,,,
,"walk",,,,"sc3d/grandwarden_primal_anim_walk1_dl_opt.scw",,"true",,,,50,,,,,,,
,"idle",,,,"sc3d/grandwarden_primal_anim_idle1_dl_opt.scw",,"true",,,,50,,,,,,,
,"sleep",,,,"sc3d/grandwarden_primal_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"upgrade",,,,"sc3d/grandwarden_primal_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"attack",,,,"sc3d/grandwarden_primal_anim_attack1_dl_opt.scw",30,"false",,,,50,,,,,,,
,"celebrate",,,,"sc3d/grandwarden_primal_anim_cheer1_dl_opt.scw",,"false",,"true",,50,,,,,,,
,"die",,,,"sc3d/grandwarden_primal_anim_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",50,,,,,,,
,"menu",,,120,"sc3d/grandwarden_primal_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
,"wardrobe",,,120,"sc3d/grandwarden_primal_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
"GrandWardenFlyPrimalSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","OffsetY","StopToLast",,,,,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","boolean",,,,,,
,"walk",,,,"sc3d/grandwarden_primal_anim_fly_walk1_dl_opt.scw",,"true",,,,30,,,,,,,
,"idle",,,,"sc3d/grandwarden_primal_anim_fly_idle1_dl_opt.scw",,"true",,,,30,,,,,,,
,"sleep",,,,"sc3d/grandwarden_primal_anim_fly_sleep1_dl_opt.scw",,"true",,,,13,,,,,,,
,"upgrade",,,,"sc3d/grandwarden_primal_anim_fly_sleep1_dl_opt.scw",,"true",,,,30,,,,,,,
,"attack",,,,"sc3d/grandwarden_primal_anim_fly_attack1_dl_opt.scw",30,"false",,,,30,,,,,,,
,"celebrate",1,130,,"sc3d/grandwarden_primal_anim_fly_cheer1_dl_opt.scw",,"false",,"true",,30,,,,,,,
,"die",,,,"sc3d/grandwarden_primal_anim_fly_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",30,,,,,,,
,"menu",,,120,"sc3d/grandwarden_primal_anim_fly_menu1_dl_opt.scw",,"true",,,,30,,,,,,,
,"wardrobe",,,120,"sc3d/grandwarden_primal_anim_fly_menu1_dl_opt.scw",,"true",,,,30,,,,,,,
"BarbarianKingPrimalSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","ParticleEffect3D","StopToLast","EffectFrame","Effect",,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","String","boolean","int","String",,,
,"walk",,,,"sc3d/barbking_primal_anim_walk1_dl_opt.scw",,"true",,,,50,,,1,,,,
,"idle",,,,"sc3d/barbking_primal_anim_idle1_dl_opt.scw",,"true",,,,50,,,1,,,,
,"sleep",,,,"sc3d/barbking_primal_anim_sleep1_dl_opt.scw",,"true",,"true",,,,,1,,,,
,"upgrade",,,,"sc3d/barbking_primal_anim_sleep1_dl_opt.scw",,"true",,"true",,,,,1,,,,
,"attack",,,,"sc3d/barbking_primal_anim_attack1_dl_opt.scw",25,"false",,,,50,,"true",1,,,,
,,,,,"sc3d/barbking_primal_anim_attack2_dl_opt.scw",18,"false",,,,50,,,1,,,,
,"celebrate",,,,"sc3d/barbking_primal_anim_cheer1_dl_opt.scw",,"false",,"true",,50,,,20,"Primal King Celebrate",,,
,"die",,,,"sc3d/barbking_primal_anim_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",50,,,1,,,,
,"menu",,,81,"sc3d/barbking_primal_anim_menu1_dl_opt.scw",,"true",,,,,,,1,,,,
,"wardrobe",,,81,"sc3d/barbking_primal_anim_menu1_dl_opt.scw",,"true",,,,,,,1,,,,
"GiantElite",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF","Scale",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String","int",,,,,,,,,
,"walk","true",,,"elite_giant_walk1","true","true","sc/characters_super.sc",80,,,,,,,,,
,"idle","true",10,,"elite_giant_idle1","true","true","sc/characters_super.sc",80,,,,,,,,,
,,"true",2,,"elite_giant_idle1","true","true","sc/characters_super.sc",80,,,,,,,,,
,"attack","true",1,14,"elite_giant_attack3","false","true","sc/characters_super.sc",80,,,,,,,,,
,,"true",1,16,"elite_giant_attack2","false","true","sc/characters_super.sc",80,,,,,,,,,
,,"true",1,14,"elite_giant_attack3","false","true","sc/characters_super.sc",80,,,,,,,,,
,"celebrate","true",4,,"elite_giant_idle1","true","true","sc/characters_super.sc",80,,,,,,,,,
,,"true",1,,"elite_giant_idle1","true","true","sc/characters_super.sc",80,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"ArcherQueenPrimalSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","ParticleEffect3D","StopToLast",,,,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","String","boolean",,,,,
,"walk",,,,"sc3d/archerqueen_primal_anim_walk1_dl_opt.scw",,"true",,,,50,,,,,,,
,"idle",,,,"sc3d/archerqueen_primal_anim_idle1_dl_opt.scw",,"true",,,,50,,,,,,,
,"sleep",,,,"sc3d/archerqueen_primal_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"upgrade",,,,"sc3d/archerqueen_primal_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"attack",,,,"sc3d/archerqueen_primal_anim_attack1_dl_opt.scw",2,"false",,,,50,,"true",,,,,
,"celebrate",,,,"sc3d/archerqueen_primal_anim_cheer1_dl_opt.scw",,"false",,"true",,50,,,,,,,
,"die",,,,"sc3d/archerqueen_primal_anim_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",50,,,,,,,
,"menu",,,130,"sc3d/archerqueen_primal_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
,"wardrobe",,,130,"sc3d/archerqueen_primal_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
"EliteValkyrie",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SWF",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","String",,,
,"walk","true",,,"superValkyrie01_Run1","true","true",,,,,,,130,"sc/characters_super.sc",,,
,"idle","false",1,,"superValkyrie01_Idle1_3","true","true",,,,,,,130,"sc/characters_super.sc",,,
,"attack","true",1,10,"superValkyrie01_Attack1","false","true",,,,,,,130,"sc/characters_super.sc",,,
,"celebrate","false",,,"superValkyrie01_Idle1_3","false","true",,,,,,,130,"sc/characters_super.sc",,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,130,,,,
"GiantSkeleton",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"big_skele_warrior1_run1","true","true",70,"sc/characters_super.sc",,,,,,,,,
,"idle","true",1,,"big_skele_warrior1_idle1","true","true",70,"sc/characters_super.sc",,,,,,,,,
,"attack","true",,8,"big_skele_warrior1_attack1","false","true",70,"sc/characters_super.sc",,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",70,,,,,,,,,,
,"spawn","false",,,"big_skele_warrior1_spawn1_3","false","true",70,"sc/characters_super.sc",,,,,,,,,
"InfernoDragon",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String","int",,,,,,,,,
,"walk","true",,,"super_baby_dragon_fly1","true","true","sc/characters_super.sc",100,,,,,,,,,
,"idle","true",10,,"super_baby_dragon_fly1","true","true","sc/characters_super.sc",100,,,,,,,,,
,,"true",2,,"super_baby_dragon_fly1","true","true","sc/characters_super.sc",100,,,,,,,,,
,"attack","true",1,12,"super_baby_dragon_attack1","true","true","sc/characters_super.sc",100,,,,,,,,,
,,"true",1,12,"super_baby_dragon_attack1","true","true","sc/characters_super.sc",100,,,,,,,,,
,"celebrate","true",4,,"super_baby_dragon_fly1","true","true","sc/characters_super.sc",100,,,,,,,,,
,,"true",1,,"super_baby_dragon_fly1","true","true","sc/characters_super.sc",100,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"GrandWardenClockworkSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","ParticleEffect3D","StopToLast",,,,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","String","boolean",,,,,
,"walk",,,,"sc3d/grandwarden_clockwork_anim_walk1_dl_opt.scw",,"true",,,,50,,,,,,,
,"idle",,,,"sc3d/grandwarden_clockwork_anim_idle1_dl_opt.scw",,"true",,,,50,,,,,,,
,"sleep",,,,"sc3d/grandwarden_clockwork_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"upgrade",,,,"sc3d/grandwarden_clockwork_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"attack",,,,"sc3d/grandwarden_clockwork_anim_attack1_dl_opt.scw",30,"false",,,,50,,,,,,,
,"menu",,,150,"sc3d/grandwarden_clockwork_anim_menu1_dl_opt.scw",,"true",,,,,"clockwork_battery",,,,,,
,"wardrobe",,,150,"sc3d/grandwarden_clockwork_anim_menu1_dl_opt.scw",,"true",,,,,"clockwork_battery",,,,,,
,"celebrate",,,,"sc3d/grandwarden_clockwork_anim_cheer1_dl_opt.scw",,"false",,"true",,50,"clockwork_intensify",,,,,,
,"die",,,,"sc3d/grandwarden_clockwork_anim_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",50,,,,,,,
"GrandWardenFlyClockworkSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","OffsetY","ParticleEffect3D","StopToLast",,,,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","String","boolean",,,,,
,"walk",,,,"sc3d/grandwarden_clockwork_anim_fly_walk1_dl_opt.scw",,"true",,,,30,,,,,,,
,"idle",,,,"sc3d/grandwarden_clockwork_anim_fly_idle1_dl_opt.scw",,"true",,,,30,,,,,,,
,"sleep",,,,"sc3d/grandwarden_clockwork_anim_fly_sleep1_dl_opt.scw",,"true",,,,13,,,,,,,
,"upgrade",,,,"sc3d/grandwarden_clockwork_anim_fly_sleep1_dl_opt.scw",,"true",,,,30,,,,,,,
,"attack",,,,"sc3d/grandwarden_clockwork_anim_fly_attack1_dl_opt.scw",30,"false",,,,30,,,,,,,
,"wardrobe",,,150,"sc3d/grandwarden_clockwork_anim_menu1_dl_opt.scw",,"true",,,,30,"clockwork_battery",,,,,,
,"menu",,,150,"sc3d/grandwarden_clockwork_anim_menu1_dl_opt.scw",,"true",,,,30,"clockwork_battery",,,,,,
,"celebrate",1,130,,"sc3d/grandwarden_clockwork_anim_fly_cheer1_dl_opt.scw",,"false",,"true",,30,"clockwork_intensify",,,,,,
,"die",,,,"sc3d/grandwarden_clockwork_anim_fly_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",30,,,,,,,
"SuperWitch",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"super_necromancer_lvl1_run","true","true",130,"sc/characters_super.sc",,,,,,,,,
,"idle","true",,,"super_necromancer_lvl1_idle1","true","true",130,"sc/characters_super.sc",,,,,,,,,
,"attack","true",,9,"super_necromancer_lvl1_attack1","false","true",130,"sc/characters_super.sc",,,,,,,,,
,"celebrate","true",,,"super_necromancer_lvl1_idle1","true","true",130,"sc/characters_super.sc",,,,,,,,,
,"die","false",,,"barbarian_death_1","false","true",130,,,,,,,,,,
,"attack2","true",,22,"super_necromancer_lvl1_summon","false","true",130,"sc/characters_super.sc",,,,,,,,,
"SuperArcher",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"super_archer_run1","true","true",130,"sc/characters_super.sc",,,,,,,,,
,"idle","true",10,,"super_archer_idle1","true","true",130,"sc/characters_super.sc",,,,,,,,,
,,"true",2,,"super_archer_idle1","true","true",130,"sc/characters_super.sc",,,,,,,,,
,"attack","true",1,5,"super_archer_attack1","false","true",130,"sc/characters_super.sc",,,,,,,,,
,,"true",1,5,"super_archer_attack1","false","true",130,"sc/characters_super.sc",,,,,,,,,
,"celebrate","true",1,,"super_archer_cheer1","true","true",130,"sc/characters_super.sc",,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",130,,,,,,,,,,
,"spawn","true",1,,"super_archer_cheer1","true","true",130,"sc/characters_super.sc",,,,,,,,,
"SuperMinion",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","true",,,"Super_Gargoyle1_FastFly","true","true",120,"sc/characters_super.sc",,,,,,,,,
,"idle","true",1,,"Super_Gargoyle1_Fly","true","true",120,"sc/characters_super.sc",,,,,,,,,
,"attack","true",1,10,"Super_Gargoyle1_Attack1","false","true",120,"sc/characters_super.sc",,,,,,,,,
,"celebrate","false",,,"Super_Gargoyle1_Attack1_3","false","true",120,"sc/characters_super.sc",,,,,,,,,
,"die","false",1,,"barbarian_death_1","true","true",120,,,,,,,,,,
"BarbarianKingClockworkSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","ParticleEffect3D","StopToLast",,,,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","String","boolean",,,,,
,"walk",,,,"sc3d/barbking_clockwork_anim_walk1_dl_opt.scw",,"true",,,,50,,,,,,,
,"idle",,,,"sc3d/barbking_clockwork_anim_idle1_dl_opt.scw",,"true",,,,50,,,,,,,
,"sleep",,,,"sc3d/barbking_clockwork_anim_sleep1_dl_opt.scw",,"true",,"true",,,,,,,,,
,"upgrade",,,,"sc3d/barbking_clockwork_anim_sleep1_dl_opt.scw",,"true",,"true",,,,,,,,,
,"attack",,,,"sc3d/barbking_clockwork_anim_attack1_dl_opt.scw",25,"false",,,,50,,"true",,,,,
,,,,,"sc3d/barbking_clockwork_anim_attack2_dl_opt.scw",18,"false",,,,50,,,,,,,
,"celebrate",,,,"sc3d/barbking_clockwork_anim_cheer1_dl_opt.scw",,"false",,"true",,50,,,,,,,
,"die",,,,"sc3d/barbking_clockwork_anim_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",50,,,,,,,
,"menu",,,90,"sc3d/barbking_clockwork_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
,"wardrobe",,,90,"sc3d/barbking_clockwork_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
"HeadHunter_lvl1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,,
,"walk","true",,,"headhunter1_run1","true","true",100,,,,,,,,,,
,"idle","true",1,,"headhunter1_idle1","true","true",100,,,,,,,,,,
,,"true",1,,"headhunter1_idle1","true","true",100,,,,,,,,,,
,"attack","true",1,12,"headhunter1_attack1","false","true",100,,,,,,,,,,
,,"true",1,12,"headhunter1_attack1","false","true",100,,,,,,,,,,
,"celebrate","true",1,,"headhunter1_idle1","true","true",100,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",100,,,,,,,,,,
"HeadHunter_lvl2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,,
,"walk","true",,,"headhunter2_run1","true","true",105,,,,,,,,,,
,"idle","true",1,,"headhunter2_idle1","true","true",105,,,,,,,,,,
,,"true",1,,"headhunter2_idle1","true","true",105,,,,,,,,,,
,"attack","true",1,12,"headhunter2_attack1","false","true",105,,,,,,,,,,
,,"true",1,12,"headhunter2_attack1","false","true",105,,,,,,,,,,
,"celebrate","true",1,,"headhunter2_idle1","true","true",105,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",100,,,,,,,,,,
"HeadHunter_lvl3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int",,,,,,,,,,
,"walk","true",,,"headhunter3_run1","true","true",110,,,,,,,,,,
,"idle","true",1,,"headhunter3_idle1","true","true",110,,,,,,,,,,
,,"true",1,,"headhunter3_idle1","true","true",110,,,,,,,,,,
,"attack","true",1,12,"headhunter3_attack1","false","true",110,,,,,,,,,,
,,"true",1,12,"headhunter3_attack1","false","true",110,,,,,,,,,,
,"celebrate","true",1,,"headhunter3_idle1","true","true",110,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",100,,,,,,,,,,
"ArcherQueenClockworkSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","ParticleEffect3D","StopToLast","EffectFrame","Effect",,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","String","boolean","int","String",,,
,"walk",,,,"sc3d/archerqueen_clockwork_anim_walk1_dl_opt.scw",,"true",,,,50,,,,,,,
,"idle",,,,"sc3d/archerqueen_clockwork_anim_idle1_dl_opt.scw",,"true",,,,50,,,,,,,
,"sleep",,,,"sc3d/archerqueen_clockwork_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"upgrade",,,,"sc3d/archerqueen_clockwork_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"attack",,,,"sc3d/archerqueen_clockwork_anim_attack1_dl_opt.scw",2,"false",,,,50,,"true",,,,,
,"celebrate",,,,"sc3d/archerqueen_clockwork_anim_cheer1_dl_opt.scw",,"false",,"true",,50,,,100,"Wood ArcherQueen Arrow Anim",,,
,"die",,,,"sc3d/archerqueen_clockwork_anim_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",50,,,,,,,
,"menu",,,170,"sc3d/archerqueen_clockwork_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
,"wardrobe",,,170,"sc3d/archerqueen_clockwork_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
"GrandWardenGladiatorSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","StopToLast","EffectFrame","Effect",,,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","boolean","int","String",,,,
,"walk",,,,"sc3d/grandwarden_gladiator_anim_walk1_dl_opt.scw",,"true",,,,50,,,,,,,
,"idle",,,,"sc3d/grandwarden_gladiator_anim_idle1_dl_opt.scw",,"true",,,,50,,,,,,,
,"sleep",,,,"sc3d/grandwarden_gladiator_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"upgrade",,,,"sc3d/grandwarden_gladiator_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"attack",,,,"sc3d/grandwarden_gladiator_anim_attack1_dl_opt.scw",24,"false",,,,50,,,,,,,
,"menu",,,110,"sc3d/grandwarden_gladiator_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
,"wardrobe",,,110,"sc3d/grandwarden_gladiator_anim_menu1_dl_opt.scw",,"true",,,,,,30,"GladiatorWardenScream",,,,
,"celebrate",,,,"sc3d/grandwarden_gladiator_anim_cheer1_dl_opt.scw",,"false",,"true",,50,,30,"GladiatorWardenScream",,,,
,"die",,,,"sc3d/grandwarden_gladiator_anim_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",50,,,,,,,
"GrandWardenFlyGladiatorSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","OffsetY","StopToLast","EffectFrame","Effect",,,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","boolean","int","String",,,,
,"walk",,,,"sc3d/grandwarden_gladiator_anim_fly_walk1_dl_opt.scw",,"true",,,,30,,,,,,,
,"idle",,,,"sc3d/grandwarden_gladiator_anim_fly_idle1_dl_opt.scw",,"true",,,,30,,,,,,,
,"sleep",,,,"sc3d/grandwarden_gladiator_anim_fly_sleep1_dl_opt.scw",,"true",,,,13,,,,,,,
,"upgrade",,,,"sc3d/grandwarden_gladiator_anim_fly_sleep1_dl_opt.scw",,"true",,,,30,,,,,,,
,"attack",,,,"sc3d/grandwarden_gladiator_anim_fly_attack1_dl_opt.scw",24,"false",,,,30,,,,,,,
,"menu",,,110,"sc3d/grandwarden_gladiator_anim_menu1_dl_opt.scw",,"true",,,,30,,,,,,,
,"wardrobe",,,110,"sc3d/grandwarden_gladiator_anim_menu1_dl_opt.scw",,"true",,,,30,,30,"GladiatorWardenScream",,,,
,"celebrate",,,,"sc3d/grandwarden_gladiator_anim_fly_cheer1_dl_opt.scw",,"false",,"true",,30,,30,"GladiatorWardenScream",,,,
,"die",,,,"sc3d/grandwarden_gladiator_anim_fly_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",30,,,,,,,
"BarbarianKingPartySkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","ParticleEffect3D","StopToLast","Effect","EffectFrame",,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","String","boolean","String","int",,,
,"walk",,,,"sc3d/barbking_party_anim_walk1_dl_opt.scw",,"true",,,,50,,,,,,,
,"idle",,,,"sc3d/barbking_party_anim_idle1_dl_opt.scw",,"true",,,,50,,,,,,,
,"sleep",,,,"sc3d/barbking_party_anim_sleep1_dl_opt.scw",,"true",,"true",,,,,,,,,
,"upgrade",,,,"sc3d/barbking_party_anim_sleep1_dl_opt.scw",,"true",,"true",,,,,,,,,
,"attack",,,,"sc3d/barbking_party_anim_attack1_dl_opt.scw",25,"false",,,,50,,"true",,,,,
,,,,,"sc3d/barbking_party_anim_attack2_dl_opt.scw",18,"false",,,,50,,,,,,,
,"celebrate",,,,"sc3d/barbking_party_anim_cheer2_dl_opt.scw",,"false",,"true",,50,,,"Party King Scream",-1,,,
,"die",,,,"sc3d/barbking_party_anim_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",50,,,,,,,
,"wardrobe",,,207,"sc3d/barbking_party_anim_menu1_dl_opt.scw",,"true",,,,,,,"Party King Select",-1,,,
,"menu",,,,"sc3d/barbking_party_anim_idle1_dl_opt.scw",,"true",,,,,,,,,,,
"ArcherQueenPirateSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","ParticleEffect3D","StopToLast",,,,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","String","boolean",,,,,
,"walk",,,,"sc3d/archerqueen_pirate_anim_walk1_dl_opt.scw",,"true",,,,50,,,,,,,
,"idle",,,,"sc3d/archerqueen_pirate_anim_idle1_dl_opt.scw",,"true",,,,50,,,,,,,
,"sleep",,,,"sc3d/archerqueen_pirate_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"upgrade",,,,"sc3d/archerqueen_pirate_anim_sleep1_dl_opt.scw",,"true",,,,,,,,,,,
,"attack",,,,"sc3d/archerqueen_pirate_anim_attack1_dl_opt.scw",2,"false",,,,50,,"true",,,,,
,"celebrate",,,,"sc3d/archerqueen_pirate_anim_cheer1_dl_opt.scw",,"false",,"true",,50,,,,,,,
,"die",,,,"sc3d/archerqueen_pirate_anim_stunned1_dl_opt.scw",,"true",,"true","stunned_stars_3d",50,,,,,,,
,"menu",,,182,"sc3d/archerqueen_pirate_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
,"wardrobe",,,182,"sc3d/archerqueen_pirate_anim_menu1_dl_opt.scw",,"true",,,,,,,,,,,
"BarbarianKingChampionSkin",,,,,,,,,,,,,,,,,,
,"Name","StartFrame","EndFrame","LoopStartFrame","SCW","ActionFrame","Looping","Scale","LookAtCamera","ExportName","DepthBias","ParticleEffect3D","StopToLast","Effect","EffectFrame",,,
,"String","int","int","int","String","int","boolean","int","boolean","String","int","String","boolean","String","int",,,
