"Name","TaskType","ProgressType","Set","TID","InfoTID","IconSWF","IconExportName","Score","DurationMinutes","Quantity","Quantity2","Data1","Data2","SelectionWeight","ReviveCost","Disabled"
"DestroyBuilderWallsEpic","DestroyBuilderWalls","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",500,1440,350,,,,90,60,"TRUE"
"GetHomeStarsUnderTimeLimitRegular","GetHomeStarsUnderTimeLimit","Accumulative","Regular","TID_CLANGAMES_TASK_SPEEDY_STARS_MV","TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_MV","sc/ui.sc","Home_Time_Stars_Icon",250,480,3,60,,,180,30,"TRUE"
"GetBuilderStarsUnderTimeLimitRegular","GetBuilderStarsUnderTimeLimit","Accumulative","Regular","TID_CLANGAMES_TASK_SPEEDY_STARS_BB","TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_BB","sc/ui.sc","Builder_Time_Stars_Icon",250,480,3,60,,,270,30,"TRUE"
"WinHomeBattleVersusLeagueLegendRegular","GetHomeBattleStarsVersusLeague","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_LEGENDLEAGUE","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_LEGENDLEAGUE","sc/ui.sc","Legend_League_Wins_Icon",300,480,2,,"Legendary",,180,50,"TRUE"
"UseSuperBarbarians","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SUPER_BARBARIANS","TID_CLANGAMES_TASK_INFO_USE_SUPER_BARBARIANS","sc/ui.sc","icon_unit_elite_barbarian",200,480,3,4,"EliteBarbarian",,20,20,"TRUE"
"UseSuperBarbariansSmall","WinStarsUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_SUPER_BARBARIANS","TID_CLANGAMES_TASK_INFO_USE_SUPER_BARBARIANS","sc/ui.sc","icon_unit_elite_barbarian",100,180,1,4,"EliteBarbarian",,4,10,"TRUE"
"UseSneakyGoblins","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SNEAKY_GOBLINS","TID_CLANGAMES_TASK_INFO_USE_SNEAKY_GOBLINS","sc/ui.sc","icon_unit_elite_goblin",200,480,3,6,"EliteGoblin",,20,20,"TRUE"
"UseSneakyGoblinsSmall","WinStarsUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_SNEAKY_GOBLINS","TID_CLANGAMES_TASK_INFO_USE_SNEAKY_GOBLINS","sc/ui.sc","icon_unit_elite_goblin",100,180,1,6,"EliteGoblin",,4,10,"TRUE"
"UseSuperWallBreakers","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SUPER_WALL_BREAKERS","TID_CLANGAMES_TASK_INFO_USE_SUPER_WALL_BREAKERS","sc/ui.sc","icon_unit_elite_wallbreaker",200,480,3,2,"EliteWallBreaker",,20,20,"TRUE"
"UseSuperWallBreakersSmall","WinStarsUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_SUPER_WALL_BREAKERS","TID_CLANGAMES_TASK_INFO_USE_SUPER_WALL_BREAKERS","sc/ui.sc","icon_unit_elite_wallbreaker",100,180,1,2,"EliteWallBreaker",,4,10,"TRUE"
"UseSuperGiants","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SUPER_GIANTS","TID_CLANGAMES_TASK_INFO_USE_SUPER_GIANTS","sc/ui.sc","icon_unit_elite_giant",200,480,3,2,"EliteGiant",,20,20,"TRUE"
"UseSuperGiantsSmall","WinStarsUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_SUPER_GIANTS","TID_CLANGAMES_TASK_INFO_USE_SUPER_GIANTS","sc/ui.sc","icon_unit_elite_giant",100,180,1,2,"EliteGiant",,4,10,"TRUE"
"UseSiegeSlammer","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SIEGE_SLAMMER","TID_CLANGAMES_TASK_INFO_USE_SIEGE_SLAMMER","sc/ui.sc","icon_unit_siege_machine_balloon",200,480,3,1,"Siege Bowler Balloon",,36,20,"TRUE"
"UseSiegeBarracks","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SIEGE_BARRACKS","TID_CLANGAMES_TASK_INFO_USE_SIEGE_BARRACKS","sc/ui.sc","icon_unit_siege_machine_carrier",200,480,3,1,"Siege Machine Carrier",,36,20,"TRUE"
"UseYetis","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_YETIS","TID_CLANGAMES_TASK_INFO_USE_YETIS","sc/ui.sc","icon_unit_yeti",175,480,3,1,"Yeti",,36,10,"TRUE"
"UseHeadhunters","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_HEADHUNTERS","TID_CLANGAMES_TASK_INFO_USE_HEADHUNTERS","sc/ui.sc","icon_unit_headhunter",175,480,3,2,"Headhunter",,36,10,"TRUE"
"UseIceGolems","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_ICEGOLEMS","TID_CLANGAMES_TASK_INFO_USE_ICEGOLEMS","sc/ui.sc","icon_unit_iceGolem",175,480,3,1,"Ice Golem",,36,10,"TRUE"
"WinHomeBattle3StarsVersusTownHall13Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_13","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_13","sc/buildings.sc","town_hall_lvl13_t5",200,480,3,13,,,50,10,"TRUE"
"DestroyScatterShot","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_SCATTERSHOT","TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOT","sc/buildings.sc","ice_breaker_lvl2",175,180,2,,"Scattershot",,27,10,"TRUE"
"DestroyScattershotIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_SCATTERSHOT","TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOT","sc/buildings.sc","ice_breaker_lvl2",250,60,2,,"Scattershot",,14,30,"TRUE"
"WinBattlesUsingSpellLightningRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LIGHTNING","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_lightning",175,480,2,1,"LighningStorm",,30,10,"TRUE"
"WinBattlesUsingSpellHealRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEAL","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_healing",175,480,2,2,"HealingWave",,30,10,"TRUE"
"WinBattlesUsingSpellRageRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_rage",175,480,2,2,"Haste",,30,10,"TRUE"
"WinBattlesUsingSpellJumpRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_JUMP","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_jump",175,480,2,1,"Jump",,30,10,"TRUE"
"WinBattlesUsingSpellFreezeRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_FREEZE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_freeze",175,480,2,2,"Freeze",,30,10,"TRUE"
"WinBattlesUsingSpellCloneRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CLONE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_clone",175,480,2,1,"Duplicate",,30,10,"TRUE"
"WinBattlesUsingSpellPoisonRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_POISON","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_toxic",175,480,2,1,"Poison",,30,10,"TRUE"
"WinBattlesUsingSpellHasteRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HASTE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_speedup",175,480,2,2,"SpeedUp",,30,10,"TRUE"
"WinBattlesUsingSpellEarthquakeRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_EARTHQUAKE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_earthquake",175,480,2,1,"Earthquake",,30,10,"TRUE"
"WinBattlesUsingSpellSkeletonRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SKELETON","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_skeleton",175,480,2,1,"SpawnSkele",,30,10,"TRUE"
"WinBattlesUsingSpellBatRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BAT","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_bats",175,480,2,1,"SpawnBats",,30,10,"TRUE"
"WinBattlesUsingSpellLightningEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LIGHTNING","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_lightning",350,1440,4,1,"LighningStorm",,30,30,"TRUE"
"WinBattlesUsingSpellHealEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEAL","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_healing",350,1440,4,2,"HealingWave",,30,30,"TRUE"
"WinBattlesUsingSpellRageEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_rage",350,1440,4,2,"Haste",,30,30,"TRUE"
"WinBattlesUsingSpellJumpEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_JUMP","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_jump",350,1440,4,1,"Jump",,30,30,"TRUE"
"WinBattlesUsingSpellFreezeEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_FREEZE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_freeze",350,1440,4,2,"Freeze",,30,30,"TRUE"
"WinBattlesUsingSpellCloneEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CLONE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_clone",350,1440,4,1,"Duplicate",,30,30,"TRUE"
"WinBattlesUsingSpellPoisonEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_POISON","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_toxic",350,1440,4,1,"Poison",,30,30,"TRUE"
"WinBattlesUsingSpellHasteEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HASTE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_speedup",350,1440,4,2,"SpeedUp",,30,30,"TRUE"
"WinBattlesUsingSpellEarthquakeEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_EARTHQUAKE","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_earthquake",350,1440,4,1,"Earthquake",,30,30,"TRUE"
"WinBattlesUsingSpellSkeletonEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SKELETON","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_skeleton",350,1440,4,1,"SpawnSkele",,30,30,"TRUE"
"WinBattlesUsingSpellBatEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BAT","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_bats",350,1440,4,1,"SpawnBats",,30,30,"TRUE"
"UseMagicArchers","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_MAGIC_ARCHERS","TID_CLANGAMES_TASK_INFO_USE_MAGIC_ARCHERS","sc/ui.sc","icon_unit_elite_archer",200,480,3,4,"EliteArcher",,20,20,"TRUE"
"UseMagicArchersSmall","WinStarsUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_MAGIC_ARCHERS","TID_CLANGAMES_TASK_INFO_USE_MAGIC_ARCHERS","sc/ui.sc","icon_unit_elite_archer",100,180,1,4,"EliteArcher",,4,10,"TRUE"
"UseSuperWitches","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SUPER_WITCHES","TID_CLANGAMES_TASK_INFO_USE_SUPER_WITCHES","sc/ui.sc","icon_unit_elite_witch",200,480,3,1,"Head Witch",,20,20,"TRUE"
"UseSuperWitchesSmall","WinStarsUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_SUPER_WITCHES","TID_CLANGAMES_TASK_INFO_USE_SUPER_WITCHES","sc/ui.sc","icon_unit_elite_witch",100,180,1,1,"Head Witch",,4,10,"TRUE"
"UseSuperValkyries","WinBattlesUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SUPER_VALKYRIES","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_valkyrie",200,480,3,2,"EliteValkyrie",,20,20,"TRUE"
"UseSuperValkyriesSmall","WinBattlesUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_SUPER_VALKYRIES","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_valkyrie",100,180,1,2,"EliteValkyrie",,4,10,"TRUE"
"UseInfernoDragons","WinBattlesUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_INFERNO_DRAGONS","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_infernodragon",200,480,3,2,"InfernoDragon",,20,20,"TRUE"
"UseInfernoDragonsSmall","WinBattlesUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_INFERNO_DRAGONS","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_infernodragon",100,180,1,2,"InfernoDragon",,4,10,"TRUE"
"UseSuperWizards","WinBattlesUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SUPER_WIZARDS","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_wizard",200,480,3,3,"Super Wizard",,20,20,"TRUE"
"UseSuperWizardsSmall","WinBattlesUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_SUPER_WIZARDS","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_wizard",100,180,1,3,"Super Wizard",,4,10,"TRUE"
"UseIceHounds","WinBattlesUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_ICE_HOUNDS","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_icehound",200,480,3,1,"Ice Hound",,20,20,"TRUE"
"UseIceHoundsSmall","WinBattlesUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_ICE_HOUNDS","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_icehound",100,180,1,1,"Ice Hound",,4,10,"TRUE"
"UseSuperMinions","WinBattlesUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SUPER_MINIONS","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_minion",200,480,3,4,"Super Minion",,20,20,"TRUE"
"UseSuperMinionsSmall","WinBattlesUsingTroop","Accumulative","Small","TID_CLANGAMES_TASK_USE_SUPER_MINIONS","TID_CLANGAMES_TASK_USESUPERTROOP","sc/ui.sc","icon_unit_elite_minion",100,180,1,4,"Super Minion",,4,10,"TRUE"
"UseLogLauncher","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_LOG_LAUNCHER","TID_CLANGAMES_TASK_INFO_USE_LOG_LAUNCHER","sc/ui.sc","icon_unit_siege_machine_LogLauncher",200,480,3,1,"Siege Log Launcher",,36,20,"TRUE"
"WinBattlesUsingSpellInvisibilityRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_invisibility",175,480,2,1,"Invisibility",,30,10,"TRUE"
"WinBattlesUsingSpellInvisibilityEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY","TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE","sc/ui.sc","icon_spell_invisibility",350,1440,4,1,"Invisibility",,30,20,"TRUE"
"WinBattlesUsingHeadhunters","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEADHUNTER","TID_CLANGAMES_TASK_USETROOP_MAINVILLAGE","sc/ui.sc","icon_unit_headhunter",100,480,2,1,"Headhunter",,4,10,"TRUE"
"WinBattlesUsingHeadhuntersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEADHUNTER","TID_CLANGAMES_TASK_USETROOP_MAINVILLAGE","sc/ui.sc","icon_unit_headhunter",200,1440,4,1,"Headhunter",,4,20,"TRUE"
"DestroyScattershots","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_SCATTERSHOTS","TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOTS","sc/buildings.sc","ice_breaker_lvl1",100,480,3,,"Scattershot",,4,10,"TRUE"
"DestroyScattershotsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_SCATTERSHOTS","TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOTS","sc/buildings.sc","ice_breaker_lvl1",200,1440,6,,"Scattershot",,4,20,"TRUE"
"GetHeroLevelKillsRoyalChampion","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ROYALCHAMPION","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ROYALCHAMPION","sc/ui.sc","icon_hero_warriorPrincess",100,480,40,,"Warrior Princess",,4,10,"TRUE"
"GetHeroLevelKillsRoyalChampionEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ROYALCHAMPION","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ROYALCHAMPION","sc/ui.sc","icon_hero_warriorPrincess",200,1440,80,,"Warrior Princess",,4,20,"TRUE"
"WinBattlesUsingYetis","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_YETI","TID_CLANGAMES_TASK_USETROOP_MAINVILLAGE","sc/ui.sc","icon_unit_yeti",100,480,2,1,"Yeti",,4,10,"TRUE"
"WinBattlesUsingYetisEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_YETI","TID_CLANGAMES_TASK_USETROOP_MAINVILLAGE","sc/ui.sc","icon_unit_yeti",200,1440,4,1,"Yeti",,4,20,"TRUE"
"DestroyBuildersHuts","DestroyBuilding","Accumulative","Regular","TID_BATTLEPASS_TASK_DESTROY_BUILDERSHUTS","TID_BATTLEPASS_TASK_INFO_DESTROY_BUILDERSHUTS","sc/buildings.sc","worker_building",100,480,15,,"Worker Building",,4,10,"TRUE"
"DestroyBuildersHutsEpic","DestroyBuilding","Accumulative","Epic","TID_BATTLEPASS_TASK_DESTROY_BUILDERSHUTS","TID_BATTLEPASS_TASK_INFO_DESTROY_BUILDERSHUTS","sc/buildings.sc","worker_building",200,1440,30,,"Worker Building",,4,20,"TRUE"
"DestroyArmyCamps","DestroyBuilding","Accumulative","Regular","TID_BATTLEPASS_TASK_DESTROY_ARMYCAMPS","TID_BATTLEPASS_TASK_INFO_DESTROY_ARMYCAMPS","sc/buildings.sc","fireplace_lvl5",100,480,9,,"Troop Housing",,4,10,"TRUE"
"DestroyArmyCampsEpic","DestroyBuilding","Accumulative","Epic","TID_BATTLEPASS_TASK_DESTROY_ARMYCAMPS","TID_BATTLEPASS_TASK_INFO_DESTROY_ARMYCAMPS","sc/buildings.sc","fireplace_lvl5",200,1440,18,,"Troop Housing",,4,20,"TRUE"
"ClearObstacles_","ClearObstacles","Accumulative","Regular","TID_CLANGAMES_TASK_CLEAR_OBSTACLES","TID_CLANGAMES_TASK_INFO_CLEAR_OBSTACLES","sc/ui.sc","Home_Clear_Obstacles",50,1440,5,,,,150,5,
"DonateSpells_","DonateSpellCapacity","Accumulative","Regular","TID_CLANGAMES_TASK_DONATE_SPELLS","TID_CLANGAMES_TASK_INFO_DONATE_SPELLS","sc/ui.sc","Home_Donate_Spells",150,1440,3,,,,150,5,
"DonateTroops_","DonateTroopCapacity","Accumulative","Regular","TID_CLANGAMES_TASK_DONATE_TROOPS","TID_CLANGAMES_TASK_INFO_DONATE_TROOPS","sc/ui.sc","Home_Donate_Troops",150,1440,45,,,,150,5,
"DestroyBuilderBuildingsSmall_","DestroyBuilderBuildings","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",100,180,30,,,,250,5,
"DestroyBuilderBuildingsRegular_","DestroyBuilderBuildings","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",200,480,60,,,,125,10,
"DestroyBuilderBuildingsEpic_","DestroyBuilderBuildings","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",400,1440,120,,,,60,15,
"DestroyBuilderWallsSmall_","DestroyBuilderWalls","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",100,180,50,,,,160,5,
"DestroyBuilderWallsRegular_","DestroyBuilderWalls","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",200,480,100,,,,80,10,
"DestroyBuilderWallsEpic_","DestroyBuilderWalls","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",400,1440,200,,,,40,15,
"GetBuilderBattleDestructionSmall_","GetBuilderBattleDestruction","Accumulative","Small","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",100,180,80,,,,250,5,
"GetBuilderBattleDestruction_","GetBuilderBattleDestruction","Accumulative","Regular","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",200,480,150,,,,125,10,
"GetBuilderBattleDestructionEpic_","GetBuilderBattleDestruction","Accumulative","Epic","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",400,1440,300,,,,60,15,
"GetBuilderBattleStarsSmall_","GetBuilderBattleStars","Accumulative","Regular","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",100,180,2,,,,200,5,
"GetBuilderBattleStars_","GetBuilderBattleStars","Accumulative","Regular","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",200,480,4,,,,100,10,
"GetBuilderBattleStarsEpic_","GetBuilderBattleStars","Accumulative","Epic","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",400,1440,8,,,,50,15,
"DestroyHomeBuildingsSmall_","DestroyHomeBuildings","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_MV_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",150,180,75,,,,150,5,
"DestroyHomeBuildingsRegular_","DestroyHomeBuildings","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_MV_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",300,480,150,,,,100,10,
"DestroyHomeBuildingsEpic_","DestroyHomeBuildings","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_MV_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",600,1440,300,,,,50,15,
"DestroyHomeWallsSmall_","DestroyHomeWalls","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_MV_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",150,180,25,,,,150,5,
"DestroyHomeWallsRegular_","DestroyHomeWalls","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_MV_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",300,480,50,,,,100,10,
"DestroyHomeWallsEpic_","DestroyHomeWalls","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_MV_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",600,1440,100,,,,50,15,
