"Name","SWF","ExportName","ParticleEmitter","AltParticleEmitter","EmitterDelayMs","IsoLayer","CameraShake","CameraShakeTimeMS","CameraShakeInReplay","AttachToParent","OrientToParent","SortInFrontOfParent","DestroyWhenParentDies","DetachAfterStart","Targeted","Looping","Beam","MaxCount","MinLifeTime","Sound","Volume","MinPitch","MaxPitch","LowEndSound","LowEndVolume","LowEndMinPitch","LowEndMaxPitch","SoundDelay","StopSound","PitchIncrease","OffsetFromGunBone","AttachLocator","OffsetX","OffsetY","OffsetZ","Scale","LifeTimeScale"
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super_Bomb ground",,,"bomb_crater",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Super_ground_bomb_area",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super_Gargoyle Attack",,,"Rocket_Explosion",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",8,0,"sfx/super_minion_atk_01.ogg",70,95,105,"sfx/super_minion_atk_01.ogg",70,95,105,0,"false",0,"false","attack_pivot",0,0,0,100,100
"Super_Gargoyle Deploy",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/super_minion_dep_01.ogg",70,95,105,"sfx/super_minion_dep_01.ogg",70,95,105,0,"false",0,"false",,0,0,0,100,100
"SwarriorGirl Attack2",,,"MegaGrass",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/super_valk_atk_01.ogg",50,95,105,"sfx/super_valk_atk_01.ogg",50,95,105,0,"false",0,"false",,0,0,0,100,100
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,"sfx/super_valk_atk_02.ogg",50,95,105,,,,,,,,,,,,,,
,,,"Fire_ballsBig",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SwarriorGirl Deploy",,,"Deploy",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/super_valk_deploy_01.ogg",60,95,100,"sfx/super_valk_deploy_01.ogg",60,95,100,0,"false",0,"false",,0,0,0,100,100
"TH Upgrade Firework",,,"Fireworks_aftersparkle",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/air_def_hit_02.ogg",65,100,100,"sfx/wizard_hit_01.ogg",65,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Fireworks_smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefence3_hit2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fireworks_confetti",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Freeze_dots3_lvl7",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TH Upgrade Jingle",,,,,,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/town_hall_upgrade_jingle_01.ogg",70,100,100,,70,100,100,0,"false",0,"false",,0,0,0,100,100
"TH13 Attack 1",,,"TH13_1_light",,0,"Top",0,0,"false","true","false","false","false","false","true","true","true",20,0,"sfx/th13_fire_02_loop.ogg",70,70,110,"sfx/th13_fire_02_loop.ogg",70,70,110,0,"false",0,"false",,0,0,0,100,100
"TH13 Attack 2",,,"TH13_2_light",,0,"Top",0,0,"false","true","false","false","false","false","true","true","true",20,0,"sfx/th13_fire_01_loop.ogg",70,70,110,"sfx/th13_fire_01_loop.ogg",70,70,110,0,"false",0,"false",,0,0,0,100,100
"TH13_inferno_activate",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/th13_activate_01.ogg",90,100,100,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"TH14 Attack 1",,,"TH14_1_light",,0,"Top",0,0,"false","true","false","false","false","false","true","true","true",20,0,"sfx/th13_fire_02_loop.ogg",70,70,110,"sfx/th13_fire_02_loop.ogg",70,70,110,0,"false",0,"false",,0,0,0,100,100
,,,"TH14_2_light",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tap SC10 Deco",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/supercell_jingle.ogg",70,100,100,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Tap Ship",,,"Water",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/tap_boat_01.ogg",80,100,100,"sfx/wall_pickup_01.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
"Tap Stone Deco",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/tap_stone_cog_stat_01.ogg",70,100,100,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Tesla Appear","sc/buildings.sc","tesla_appear_fx","Grass",,0,"Objects",20,200,"true","true","false","false","false","false","false","false","false",0,0,"sfx/tesla_appear_01.ogg",70,100,100,"sfx/bad_move_06.ogg",70,80,90,0,"false",0,"false",,0,0,0,100,100
"Tesla Attack_1",,,"Lightning_1",,0,"Top",0,0,"false","true","false","false","false","false","true","false","false",0,0,"sfx/tesla_zap_01.ogg",40,90,110,"sfx/tesla_zap_01.ogg",40,90,110,0,"false",0,"false",,0,0,0,100,100
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,
"Tesla Attack_10_Secondary",,,"Tesla_lvl10_attack",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Tesla Attack_2",,,"Lightning_2",,0,"Top",0,0,"false","true","false","false","false","false","true","false","false",0,0,"sfx/tesla_zap_01.ogg",40,90,110,"sfx/tesla_zap_01.ogg",40,90,110,0,"false",0,"false",,0,0,0,100,100
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,
"Tesla Attack_3",,,"Lightning_3",,0,"Top",0,0,"false","true","false","false","false","false","true","false","false",0,0,"sfx/tesla_zap_01.ogg",40,90,110,"sfx/tesla_zap_01.ogg",40,90,110,0,"false",0,"false",,0,0,0,100,100
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,
"Tesla Attack_4",,,"Lightning_4",,0,"Top",0,0,"false","true","false","false","false","false","true","false","false",0,0,"sfx/tesla_zap_01.ogg",40,90,110,"sfx/tesla_zap_01.ogg",40,90,110,0,"false",0,"false",,0,0,0,100,100
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,
"Tesla Attack_4_Secondary",,,"Tesla_lvl7_attack",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Tesla Attack_8_Secondary",,,"Tesla_lvl8_attack",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Tesla Attack_9_Secondary",,,"Tesla_lvl9_attack",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Tesla Hit",,,"Tesla_spark_1",,0,"Top",0,0,"false","false","false","true","false","false","false","false","false",0,0,"sfx/tesla_zap_03.ogg",20,50,70,"sfx/tesla_zap_03.ogg",30,50,70,0,"false",0,"false",,0,0,0,100,100
,,,"Tesla_spark_2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tesla Pickup",,,"Grass",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/tesla_pickup_11.ogg",80,100,100,"sfx/wall_pickup_01.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
"Tesla Placing",,,"Grass",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/tesla_drop_09.ogg",80,100,100,"sfx/cannon_drop2.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
"Tiny Attack",,,"Tiny_spit",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",8,0,"sfx/tiny_attack_04.ogg",60,90,110,"sfx/giant_attack_06.ogg",30,70,80,0,"false",0,"false",,0,0,0,100,100
"Tiny Deploy",,,"Deploy",,0,"Objects",20,200,"false","true","false","false","true","false","false","false","false",0,0,"sfx/tiny_deploy_05.ogg",70,90,110,"sfx/mage_attack_02.ogg",60,70,80,0,"false",0,"false",,0,0,0,100,100
"Tiny Die",,,"large_airTrap_explosion1",,0,"Top",50,200,"true","true","false","false","false","false","false","false","false",7,0,"sfx/tiny_die_03.ogg",90,95,105,"sfx/explosion_02.ogg",80,70,80,0,"false",0,"false",,0,0,0,100,100
,,,"Force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_ballsBig",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"small_airTrap_fireExplosion3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tiny Hit",,,"Tiny_spit",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/tiny_hurt_02.ogg",60,90,110,"sfx/wizard_hit_01.ogg",30,70,80,0,"false",0,"false",,0,0,0,100,100
,,,"Hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tinymite Attack",,,"Tinymite_spit",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",5,0,"sfx/tinymite_attack_04.ogg",40,90,110,"sfx/wizard_hit_01.ogg",20,110,120,0,"false",0,"false",,0,0,0,100,100
"Tinymite Die",,,"Tiny Splat",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/tinymite_die_03.ogg",50,90,110,"sfx/mortar_hit_01.ogg",40,145,155,0,"false",0,"false",,0,0,0,100,100
,,,"Fire_ballsBigTranslateUp",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tinymite Hit",,,"Tinymite_spit",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/tinymite_hurt_01.ogg",40,90,110,"sfx/mortar_hit_01.ogg",20,180,190,0,"false",0,"false",,0,0,0,100,100
,,,"Hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tornado deploy1",,,"Grass",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/total_suckage_01.ogg",80,96,104,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Tornado_deploy_range",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tornado deploy2",,,"Grass",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/total_suckage_01.ogg",80,96,104,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Tornado_deploy_range_lvl2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tornado deploy3",,,"Grass",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/total_suckage_01.ogg",80,96,104,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Tornado_deploy_range_lvl3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Totem Slow",,,"totem_slow",,0,"Ground",0,0,"false","true","false","false","true","false","false","false","false",0,0,"sfx/bottle_rage_magic_07v2.ogg",90,75,75,"sfx/explosion_02.ogg",80,70,80,0,"false",0,"false",,0,0,0,100,100
"Tower Turret Pickup",,,"Grass",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/archer_tower_pick_01.ogg",80,100,100,"sfx/wall_pickup_01.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
"Tower Turret Placing",,,"Place",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/archer_tower_place_02.ogg",80,100,100,"sfx/cannon_drop2.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Town Hall 2 Pickup",,,"Grass",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/builder_hall_tap_01.ogg",80,100,100,"sfx/wall_pickup_01.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
"Town Hall Destroyed",,,"Building Destroyed",,0,"Objects",50,1000,"true","false","false","false","false","false","false","false","false",0,0,"sfx/building_destroyed_01.ogg",80,85,95,"sfx/building_destroyed_01.ogg",80,85,95,0,"false",0,"false",,0,0,0,100,100
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Town Hall Pickup",,,"Grass",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/build_pickup_05.ogg",80,100,100,"sfx/wall_pickup_01.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
"Town Hall Placing",,,"Place",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/town_hall_placing_04.ogg",80,100,100,"sfx/cannon_drop2.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toxic Gargoyle Attack",,,"Gargoyle_spit",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",8,0,"sfx/poison_garg_atk_01.ogg",50,90,110,"sfx/gob_attack_01.ogg",60,90,110,0,"false",0,"false",,0,0,0,100,100
"Toxic Gargoyle Attack 2",,,"Gargoyle_spit",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",8,0,"sfx/poison_garg_2nd_atk_01.ogg",60,95,105,"sfx/gob_attack_01.ogg",60,90,110,0,"false",0,"false",,0,0,0,100,100
"Toxic Gargoyle Deploy",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/poison_garg_dep_01.ogg",70,90,110,"sfx/gob_attack_01.ogg",40,100,100,0,"false",0,"false",,0,0,0,100,100
"Toxic Gargoyle Die",,,"Dsplat",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/garg_2_die_01.ogg",50,95,110,"sfx/wall_breaker_die_01.ogg",100,100,100,0,"false",0,"false",,0,0,0,100,100
"Toxic Gargoyle Hit",,,"Gargoyle_hit",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/garg_2_atk_hit_01.ogg",30,95,105,"sfx/balloon_hit_01.ogg",30,110,130,0,"false",0,"false",,0,0,0,100,100
,,,"Gargoyle_hit2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toxic deploy",,,"Toxic_cloud",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_poison_hit_gound_01.ogg",80,97,97,"sfx/dragon_die_01.ogg",60,65,75,0,"false",0,"false",,0,0,0,100,100
,,,"Toxic_skull",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Toxic_swirl",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Toxic_sparks",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toxic deploy ground",,,"Toxic_glow",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Toxic_rangeRing1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Toxic_bubbles",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toxic deploy ground halloween",,,"Toxic_glow",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Toxic_rangeRing1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Toxic_bubbles",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toxic deploy halloween",,,"Toxic_cloud",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_poison_hit_gound_01.ogg",80,97,97,"sfx/dragon_die_01.ogg",60,65,75,0,"false",0,"false",,0,0,0,100,100
,,,"Toxic_skull",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Toxic_skull_halloween",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Toxic_swirl",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Toxic_sparks",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Training Barrack Pickup",,,"Grass",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/troop_housing_pickup_06.ogg",80,100,100,"sfx/wall_pickup_01.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
"Training Barrack Placing",,,"Place",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/troop_housing_placing_06.ogg",80,100,100,"sfx/cannon_drop2.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TrainingFinished",,,"Dust",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/training_finished_03.ogg",80,100,100,"sfx/training_finished_03.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
"Trap Eject",,,"Trap",,0,"Objects",50,500,"true","false","false","false","false","false","false","false","false",0,0,"sfx/trap_eject_01v2.ogg",80,100,100,"sfx/trap_eject_01v2.ogg",70,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trap Repaired",,,"Trap Ready",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",30,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Trap broken",,,"TrapSmoke",,0,"Top",0,0,"false","true","false","false","false","false","false","true","false",30,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Tree Pickup",,,"Wood",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/tree8.ogg",70,100,100,"sfx/wall_pickup_01.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
"Troll Deploy",,,"Deploy",,0,"Objects",20,200,"false","false","false","false","false","false","false","false","false",0,0,"sfx/rock_troll_dep_02.ogg",80,95,105,"sfx/mage_attack_02.ogg",60,70,75,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super Troll Deploy",,,"Deploy",,0,"Objects",20,200,"false","false","false","false","false","false","false","false","false",0,0,"sfx/super_bowler_dep_04.ogg",90,95,105,"sfx/super_bowler_dep_04.ogg",90,95,105,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Troop Housing Pickup",,,"Grass",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/troop_housing_pickup_09.ogg",80,100,100,"sfx/wall_pickup_01.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
"Troop Housing Placing",,,"Place",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/troop_housing_placing_08.ogg",80,100,100,"sfx/cannon_drop2.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Troop Upgrade Finished",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/troop_upgrade_finished_01.ogg",70,100,100,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Troop Upgrade Start",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/start_troop_upgrade_01.ogg",70,100,100,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Unicorn Hit",,,"unicorn_heal_rings",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/healer_hit_02.ogg",40,95,105,"sfx/healer_hit_01.ogg",40,95,105,0,"false",0,"false",,0,0,0,100,100
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"unicorn_heal_tank_ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"unicorn_heal_tank_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Use_Magic_Item1",,,"Use_Magic_Item",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/gem_boost_01.ogg",80,100,100,"sfx/xp_gain_06.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
"Wall Breaker Attack",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/wall_breaker_attack_01.ogg",70,95,105,"sfx/wall_breaker_attack_01.ogg",80,95,105,0,"false",0,"false",,0,0,0,100,100
"Wall Breaker Deploy",,,"Deploy",,0,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/deploy_skeleton_07.ogg",80,100,100,"sfx/gob_attack_01.ogg",40,100,100,0,"false",0,"false",,0,0,0,100,100
,,,,,,,,,,,,,,,,,,,,"sfx/deploy_skeleton_07v2.ogg",80,100,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/deploy_skeleton_07v3.ogg",80,100,100,,,,,,,,,,,,,,
"Wall Breaker Die",,,"Splat",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/wall_breaker_die_01.ogg",70,95,110,"sfx/wall_breaker_die_01.ogg",70,95,110,0,"false",0,"false",,0,0,0,100,100
"Wall Breaker Hit",,,"Stone",,0,"Objects",50,500,"true","false","false","false","false","false","false","false","false",0,0,"sfx/cannon_fire3.ogg",60,90,110,"sfx/mortar_hit_01.ogg",50,120,130,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Level 10 Destroyed",,,"Fire_balls",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",6,0,"sfx/building_destroyed_01.ogg",80,85,95,"sfx/building_destroyed_01.ogg",80,85,95,0,"false",0,"false",,0,0,0,100,100
,,,"Stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_hit3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mortar_fireBalls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosive_arrow",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warlock Attack",,,"Spawn_Dust",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/slimeball_fire_05.ogg",50,95,105,"sfx/mage_attack_02.ogg",40,80,90,0,"false",0,"false",,0,0,0,100,100
,,,"witch_attack_glow",,0,,,,,,,,,,,,,,,"sfx/slimeball_fire_05.ogg",40,95,105,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/slimeball_fire_05.ogg",40,95,105,,,,,,,,,,,,,,
"Warlock Attack2",,,"Spawn_Dust",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/dark_witch_atk_01.ogg",50,95,105,"sfx/mage_attack_02.ogg",40,80,90,0,"false",0,"false",,0,0,0,100,100
,,,"witch_attack_glow",,0,,,,,,,,,,,,,,,"sfx/dark_witch_atk_01.ogg",40,95,105,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/dark_witch_atk_01.ogg",40,95,105,,,,,,,,,,,,,,
"Warlock Deploy",,,"Deploy",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/witch_deploy_01.ogg",70,100,100,"sfx/gob_attack_01.ogg",40,100,100,0,"false",0,"false",,0,0,0,100,100
"Warlock Deploy2",,,"Deploy",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/dark_witch_dep_01.ogg",70,100,100,"sfx/gob_attack_01.ogg",40,100,100,0,"false",0,"false",,0,0,0,100,100
"Warlock Die",,,"Splat",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/witch_die_01.ogg",70,95,105,"sfx/archer_death_05.ogg",40,85,95,0,"false",0,"false",,0,0,0,100,100
"Warlock Hit",,,"Hit",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",3,0,"sfx/wizard_hit_01.ogg",40,80,100,"sfx/wizard_hit_01.ogg",30,80,100,0,"false",0,"false",,0,0,0,100,100
,,,"DefenceHit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
