"Name","TaskType","ProgressType","Set","TID","InfoTID","IconSWF","IconExportName","Score","DurationMinutes","Quantity","Quantity2","Data1","Data2","SelectionWeight","Disabled"
"WinBattlesUsingSpellSkeletonEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SKELETON","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SKELETON_INFO","sc/ui.sc","icon_spell_skeleton",200,480,8,1,"SpawnSkele",,,
"WinBattlesUsingSpellBatEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BAT","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BAT_INFO","sc/ui.sc","icon_spell_bats",200,480,8,1,"SpawnBats",,,
"WinBattlesUsingBarbarians","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BARBARIANS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BARBARIANS","sc/ui.sc","icon_unit_barbarian",100,480,4,1,"Barbarian",,,
"WinBattlesUsingArchers","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ARCHERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ARCHERS","sc/ui.sc","icon_unit_archer",100,480,4,1,"Archer",,,
"WinBattlesUsingGoblins","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_GOBLINS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_GOBLINS","sc/ui.sc","icon_unit_goblin",100,480,4,1,"Goblin",,,
"WinBattlesUsingGiants","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_GIANTS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_GIANTS","sc/ui.sc","icon_unit_giant",100,480,4,1,"Giant",,,
"WinBattlesUsingWallBreakers","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_WALLBREAKERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WALLBREAKERS","sc/ui.sc","icon_unit_wallbreaker",100,480,4,1,"Wall Breaker",,,
"WinBattlesUsingLoons","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LOONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_LOONS","sc/ui.sc","icon_unit_balloon",100,480,4,1,"Balloon",,,
"WinBattlesUsingWizards","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_WIZARDS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WIZARDS","sc/ui.sc","icon_unit_wizard",100,480,4,1,"Wizard",,,
"WinBattlesUsingHealers","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEALERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HEALERS","sc/ui.sc","icon_unit_healer",100,480,4,1,"Healer",,,
"WinBattlesUsingMinions","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_MINIONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_MINIONS","sc/ui.sc","icon_unit_gargoyle",100,480,4,1,"Gargoyle",,,
"WinBattlesUsingHogRiders","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HOGRIDERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HOGRIDERS","sc/ui.sc","icon_unit_boarRider",100,480,4,1,"Boar Rider",,,
"WinBattlesUsingDragons","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_DRAGONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_DRAGONS","sc/ui.sc","icon_unit_dragon",100,480,4,1,"Dragon",,,
"WinBattlesUsingPEKKAs","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_PEKKAS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_PEKKAS","sc/ui.sc","icon_unit_pekka",100,480,4,1,"PEKKA",,,
"WinBattlesUsingValkyries","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_VALKYRIES","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_VALKYRIES","sc/ui.sc","icon_unit_warriorGirl",100,480,4,1,"Warrior Girl",,,
"WinBattlesUsingGolems","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_GOLEMS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_GOLEMS","sc/ui.sc","icon_unit_golem",100,480,4,1,"Golem",,,
"WinBattlesUsingWitches","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_WITCHES","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WITCHES","sc/ui.sc","icon_unit_witch",100,480,4,1,"Warlock",,,
"WinBattlesUsingLavaHounds","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LAVAHOUNDS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_LAVAHOUNDS","sc/ui.sc","icon_unit_tiny",100,480,4,1,"AirDefenceSeeker",,,
"WinBattlesUsingBabyDragons","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BABYDRAGONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BABYDRAGONS","sc/ui.sc","icon_unit_babydragon",100,480,4,1,"BabyDragon",,,
"WinBattlesUsingBowlers","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BOWLERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BOWLERS","sc/ui.sc","icon_unit_troll",100,480,4,1,"Bowler",,,
"WinBattlesUsingMiners","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_MINERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_MINERS","sc/ui.sc","icon_unit_miner",100,480,4,1,"Miner",,,
"WinBattlesUsingRagedBarbarians","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGEDBARBARIANS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_RAGEDBARBARIANS","sc/ui.sc","icon_unit_raged_barbarian",100,480,4,1,"Barbarian2",,,
"WinBattlesUsingSneakyArchers","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SNEAKYARCHERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_SNEAKYARCHERS","sc/ui.sc","icon_unit_stealthy_archer",100,480,4,1,"Archer2",,,
"WinBattlesUsingBetaMinions","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BETAMINIONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BETAMINIONS","sc/ui.sc","icon_unit_glowing_minion",100,480,4,1,"Gargoyle2",,,
"WinBattlesUsingBoxerGiants","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BOXERGIANTS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BOXERGIANTS","sc/ui.sc","icon_unit_boxergiant",100,480,4,1,"Giant2",,,
"WinBattlesUsingBombers","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BOMBERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BOMBERS","sc/ui.sc","icon_unit_bomber",100,480,4,1,"Bomber2",,,
"WinBattlesUsingCannonCarts","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CANNONCARTS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_CANNONCARTS","sc/ui.sc","icon_unit_movingCannon",100,480,4,1,"Moving Cannon",,,
"WinBattlesUsingDropShips","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_DROPSHIPS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_DROPSHIPS","sc/ui.sc","icon_unit_skeletonBalloon",100,480,4,1,"Balloon2",,,
"WinBattlesUsingBabyDragons2","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BABYDRAGONS2","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BABYDRAGONS2","sc/ui.sc","icon_unit_babydragon",100,480,4,1,"BabyDragon2",,,
"WinBattlesUsingNightWitches","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_NIGHTWITCHES","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_NIGHTWITCHES","sc/ui.sc","icon_unit_nightwitch",100,480,4,1,"Dark Witch",,,
"WinBattlesUsingArchersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ARCHERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ARCHERS","sc/ui.sc","icon_unit_archer",200,480,8,1,"Archer",,,
"WinBattlesUsingBabyDragonsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BABYDRAGONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BABYDRAGONS","sc/ui.sc","icon_unit_babydragon",200,480,8,1,"BabyDragon",,,
"WinBattlesUsingBabyDragons2Epic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BABYDRAGONS2","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BABYDRAGONS2","sc/ui.sc","icon_unit_babydragon",200,480,8,1,"BabyDragon2",,,
"WinBattlesUsingBarbariansEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BARBARIANS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BARBARIANS","sc/ui.sc","icon_unit_barbarian",200,480,8,1,"Barbarian",,,
"WinBattlesUsingBetaMinionsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BETAMINIONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BETAMINIONS","sc/ui.sc","icon_unit_glowing_minion",200,480,8,1,"Gargoyle2",,,
"WinBattlesUsingBombersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BOMBERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BOMBERS","sc/ui.sc","icon_unit_bomber",200,480,8,1,"Bomber2",,,
"WinBattlesUsingBowlersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BOWLERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BOWLERS","sc/ui.sc","icon_unit_troll",200,480,8,1,"Bowler",,,
"WinBattlesUsingBoxerGiantsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BOXERGIANTS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BOXERGIANTS","sc/ui.sc","icon_unit_boxergiant",200,480,8,1,"Giant2",,,
"WinBattlesUsingCannonCartsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CANNONCARTS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_CANNONCARTS","sc/ui.sc","icon_unit_movingCannon",200,480,8,1,"Moving Cannon",,,
"WinBattlesUsingDragonsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_DRAGONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_DRAGONS","sc/ui.sc","icon_unit_dragon",200,480,8,1,"Dragon",,,
"WinBattlesUsingDropShipsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_DROPSHIPS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_DROPSHIPS","sc/ui.sc","icon_unit_skeletonBalloon",200,480,8,1,"Balloon2",,,
"WinBattlesUsingElectroDragonEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ELECTRODRAGON","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ELECTRODRAGON","sc/ui.sc","icon_unit_lightningDragon",200,480,8,1,"Electro Dragon",,,
"WinBattlesUsingGiantsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_GIANTS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_GIANTS","sc/ui.sc","icon_unit_giant",200,480,8,1,"Giant",,,
"WinBattlesUsingGoblinsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_GOBLINS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_GOBLINS","sc/ui.sc","icon_unit_goblin",200,480,8,1,"Goblin",,,
"WinBattlesUsingGolemsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_GOLEMS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_GOLEMS","sc/ui.sc","icon_unit_golem",200,480,8,1,"Golem",,,
"WinBattlesUsingHealersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEALERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HEALERS","sc/ui.sc","icon_unit_healer",200,480,8,1,"Healer",,,
"WinBattlesUsingHogRidersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HOGRIDERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HOGRIDERS","sc/ui.sc","icon_unit_boarRider",200,480,8,1,"Boar Rider",,,
"WinBattlesUsingLavaHoundsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LAVAHOUNDS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_LAVAHOUNDS","sc/ui.sc","icon_unit_tiny",200,480,8,1,"AirDefenceSeeker",,,
"WinBattlesUsingLoonsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LOONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_LOONS","sc/ui.sc","icon_unit_balloon",200,480,8,1,"Balloon",,,
"WinBattlesUsingMegaPekkasEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_MEGAPEKKA","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_MEGAPEKKA","sc/ui.sc","icon_unit_electric_pekka",200,480,8,1,"PEKKA2",,,
"WinBattlesUsingMinersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_MINERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_MINERS","sc/ui.sc","icon_unit_miner",200,480,8,1,"Miner",,,
"WinBattlesUsingMinionsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_MINIONS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_MINIONS","sc/ui.sc","icon_unit_gargoyle",200,480,8,1,"Gargoyle",,,
"WinBattlesUsingNightWitchesEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_NIGHTWITCHES","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_NIGHTWITCHES","sc/ui.sc","icon_unit_nightwitch",200,480,8,1,"Dark Witch",,,
"WinBattlesUsingPEKKAsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_PEKKAS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_PEKKAS","sc/ui.sc","icon_unit_pekka",200,480,8,1,"PEKKA",,,
"WinBattlesUsingRagedBarbariansEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGEDBARBARIANS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_RAGEDBARBARIANS","sc/ui.sc","icon_unit_raged_barbarian",200,480,8,1,"Barbarian2",,,
"WinBattlesUsingSneakyArchersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SNEAKYARCHERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_SNEAKYARCHERS","sc/ui.sc","icon_unit_stealthy_archer",200,480,8,1,"Archer2",,,
"WinBattlesUsingValkyriesEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_VALKYRIES","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_VALKYRIES","sc/ui.sc","icon_unit_warriorGirl",200,480,8,1,"Warrior Girl",,,
"WinBattlesUsingWallBreakersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_WALLBREAKERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WALLBREAKERS","sc/ui.sc","icon_unit_wallbreaker",200,480,8,1,"Wall Breaker",,,
"WinBattlesUsingWitchesEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_WITCHES","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WITCHES","sc/ui.sc","icon_unit_witch",200,480,8,1,"Warlock",,,
"WinBattlesUsingWizardsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_WIZARDS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WIZARDS","sc/ui.sc","icon_unit_wizard",200,480,8,1,"Wizard",,,
"WinBattlesUsingHogGliders","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HOGGLIDERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HOGGLIDERS","sc/ui.sc","icon_unit_hog_glider",100,480,4,1,"Hog Glider",,,
"WinBattlesUsingHogGlidersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HOGGLIDERS","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HOGGLIDERS","sc/ui.sc","icon_unit_hog_glider",200,480,8,1,"Hog Glider",,,
"WinBattlesUsingMegaPekkas","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_MEGAPEKKA","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_MEGAPEKKA","sc/ui.sc","icon_unit_electric_pekka",100,480,4,1,"PEKKA2",,,
"WinBattlesUsingElectroDragon","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ELECTRODRAGON","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ELECTRODRAGON","sc/ui.sc","icon_unit_lightningDragon",100,480,4,1,"Electro Dragon",,,
"WinWarAttacksRegular","WinWarAttacks","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_WARATTACKS","TID_BATTLEPASS_TASK_INFO_WIN_WARATTACKS","sc/ui.sc","Home_Collect_War_Stars_Icon",100,2880,3,,,,,
"WinWarAttacksEpic","WinWarAttacks","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_WARATTACKS","TID_BATTLEPASS_TASK_INFO_WIN_WARATTACKS","sc/ui.sc","Home_Collect_War_Stars_Icon",200,2880,6,,,,,
"WinBattlesUsingIceGolems","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ICEGOLEM","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ICEGOLEM","sc/ui.sc","icon_unit_iceGolem",100,480,4,1,"Ice Golem",,,
"WinBattlesUsingIceGolemsEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ICEGOLEM","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ICEGOLEM","sc/ui.sc","icon_unit_iceGolem",200,480,8,1,"Ice Golem",,,
"DeploySuperTroopsRegular","DeploySuperTroopHousingSpace","Accumulative","Regular","TID_BATTLEPASS_TASK_DEPLOY_SUPER_TROOPS","TID_BATTLEPASS_TASK_INFO_DEPLOY_SUPER_TROOPS","sc/ui.sc","Deploy_Super_Troops_Icon",100,480,300,,,,,
"GetFriendlyHomeBattleStars","GetFriendlyHomeBattleStars","Accumulative","Regular","TID_BATTLEPASS_TASK_GET_FRIENDLY_HOMEBATTLESTARS","TID_BATTLEPASS_TASK_INFO_GET_FRIENDLY_HOMEBATTLESTARS","sc/ui.sc","Friendly_Stars_Icon",50,480,3,,,,,
"GetFriendlyBuilderBattleStars","GetFriendlyBuilderBattleStars","Accumulative","Regular","TID_BATTLEPASS_TASK_GET_FRIENDLY_BUILDERBATTLESTARS","TID_BATTLEPASS_TASK_INFO_GET_FRIENDLY_BUILDERBATTLESTARS","sc/ui.sc","Friendly_Stars_Icon_BB",50,480,3,,,,,
"WinBattlesUsingSpellInvisRegular","WinBattlesUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY_INFO","sc/ui.sc","icon_spell_invisibility",100,480,4,1,"Invisibility",,,
"WinBattlesUsingSpellInvisEpic","WinBattlesUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_INVISIBILITY_INFO","sc/ui.sc","icon_spell_invisibility",200,480,8,1,"Invisibility",,,
"WinStarsUsingSpellInvisRegular","WinStarsUsingSpell","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY","TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY_INFO","sc/ui.sc","icon_spell_invisibility",100,480,10,1,"Invisibility",,,
"WinStarsUsingSpellInvisEpic","WinStarsUsingSpell","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY","TID_BATTLEPASS_TASK_WIN_STARS_USING_INVISIBILITY_INFO","sc/ui.sc","icon_spell_invisibility",200,480,20,1,"Invisibility",,,
"WinBattlesUsingHeadhunters","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEADHUNTER","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","sc/ui.sc","icon_unit_headhunter",100,480,4,1,"Headhunter",,,
"WinBattlesUsingHeadhuntersEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEADHUNTER","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HEADHUNTER","sc/ui.sc","icon_unit_headhunter",200,480,8,1,"Headhunter",,,
"DestroyScattershots","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_SCATTERSHOTS","TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOTS","sc/buildings.sc","ice_breaker_lvl1",100,480,7,,"Scattershot",,,
"DestroyScattershotsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_SCATTERSHOTS","TID_CLANGAMES_TASK_INFO_DESTROY_SCATTERSHOTS","sc/buildings.sc","ice_breaker_lvl1",200,480,14,,"Scattershot",,,
"GetHeroLevelKillsRoyalChampion","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ROYALCHAMPION","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ROYALCHAMPION","sc/ui.sc","icon_hero_warriorPrincess",100,480,75,,"Warrior Princess",,,
"GetHeroLevelKillsRoyalChampionEpic","GetHeroLevelKills","Accumulative","Epic","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ROYALCHAMPION","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ROYALCHAMPION","sc/ui.sc","icon_hero_warriorPrincess",200,480,150,,"Warrior Princess",,,
"WinBattlesUsingYetis","WinBattlesUsingTroop","Accumulative","Regular","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_YETI","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_YETI","sc/ui.sc","icon_unit_yeti",100,480,4,1,"Yeti",,,
"WinBattlesUsingYetisEpic","WinBattlesUsingTroop","Accumulative","Epic","TID_BATTLEPASS_TASK_WIN_BATTLES_USING_YETI","TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_YETI","sc/ui.sc","icon_unit_yeti",200,480,8,1,"Yeti",,,
"DestroyBuildersHuts","DestroyBuilding","Accumulative","Regular","TID_BATTLEPASS_TASK_DESTROY_BUILDERSHUTS","TID_BATTLEPASS_TASK_INFO_DESTROY_BUILDERSHUTS","sc/buildings.sc","worker_building",100,480,15,,"Worker Building",,,
"DestroyBuildersHutsEpic","DestroyBuilding","Accumulative","Epic","TID_BATTLEPASS_TASK_DESTROY_BUILDERSHUTS","TID_BATTLEPASS_TASK_INFO_DESTROY_BUILDERSHUTS","sc/buildings.sc","worker_building",200,480,30,,"Worker Building",,,
"DestroyArmyCamps","DestroyBuilding","Accumulative","Regular","TID_BATTLEPASS_TASK_DESTROY_ARMYCAMPS","TID_BATTLEPASS_TASK_INFO_DESTROY_ARMYCAMPS","sc/buildings.sc","fireplace_lvl5",100,480,9,,"Troop Housing",,,
"DestroyArmyCampsEpic","DestroyBuilding","Accumulative","Epic","TID_BATTLEPASS_TASK_DESTROY_ARMYCAMPS","TID_BATTLEPASS_TASK_INFO_DESTROY_ARMYCAMPS","sc/buildings.sc","fireplace_lvl5",200,480,18,,"Troop Housing",,,
"DestroyTownHalls","DestroyBuilding","Accumulative","Regular","TID_BATTLEPASS_TASK_DESTROY_TOWNHALLS","TID_BATTLEPASS_TASK_INFO_DESTROY_TOWNHALLS","sc/buildings.sc","town_hall_lvl7",100,480,5,,"Town Hall",,,
"DestroyTownHallsEpic","DestroyBuilding","Accumulative","Epic","TID_BATTLEPASS_TASK_DESTROY_TOWNHALLS","TID_BATTLEPASS_TASK_INFO_DESTROY_TOWNHALLS","sc/buildings.sc","town_hall_lvl7",200,480,10,,"Town Hall",,,
